DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Similarity
COLOR	#ff0000
DATA
Sporidiobolus_salmonicolor_Ssal-KRED	#59C959	High (100.0%)
Stachybotrys_chlorohalonata_KFA68146	#EAFF80	Medium (43.5%)
Stachybotrys_chlorohalonata_KFA67254	#EAFF80	Medium (41.5%)
Stachybotrys_chlorohalonata_KFA64924	#87CEEB	Low (33.8%)
Stachybotrys_chlorohalonata_KFA63262	#905799	Far distant (29.3%)
Stachybotrys_chlorohalonata_KFA62338	#87CEEB	Low (34.9%)
Stachybotrys_chlorohalonata_KFA62241	#EAFF80	Medium (44.1%)
Stagonospora_sp_OAL04207	#905799	Far distant (27.8%)
Stagonospora_sp_OAL04695	#87CEEB	Low (38.4%)
Stagonospora_sp_OAL01644	#87CEEB	Low (38.6%)
Stagonospora_sp_OAL01188	#905799	Far distant (25.4%)
Stagonospora_sp_OAL00246	#87CEEB	Low (33.0%)
Stagonospora_sp_OAL00544	#87CEEB	Low (35.7%)
Stagonospora_sp_OAK99851	#87CEEB	Low (33.0%)
Stagonospora_sp_OAK99092	#87CEEB	Low (33.5%)
Stagonospora_sp_OAK99252	#87CEEB	Low (30.9%)
Stagonospora_sp_OAK98640	#87CEEB	Low (31.6%)
Stagonospora_sp_OAK97041	#905799	Far distant (28.5%)
Stemphylium_lycopersici_KNG45526	#87CEEB	Low (37.6%)
Stemphylium_lycopersici_KNG51234	#87CEEB	Low (38.5%)
Stemphylium_lycopersici_KNG45287	#87CEEB	Low (31.4%)
Stemphylium_lycopersici_KNG50440	#87CEEB	Low (36.4%)
Stemphylium_lycopersici_KNG49345	#87CEEB	Low (36.4%)
Stemphylium_lycopersici_KNG49363	#87CEEB	Low (32.6%)
Stemphylium_lycopersici_KNG49440	#87CEEB	Low (37.9%)
Stemphylium_lycopersici_KNG49185	#87CEEB	Low (35.3%)
Sugiyamaella_lignohabitans_ANB13596	#87CEEB	Low (35.3%)
Sugiyamaella_lignohabitans_ANB14895	#87CEEB	Low (33.5%)
Sugiyamaella_lignohabitans_ANB15656	#87CEEB	Low (33.1%)
Sugiyamaella_lignohabitans_ANB11092	#87CEEB	Low (34.4%)
Sugiyamaella_lignohabitans_ANB14125	#905799	Far distant (27.0%)
Suhomyces_tanzawaensis_ODV81507	#87CEEB	Low (31.5%)
Suhomyces_tanzawaensis_ODV80675	#87CEEB	Low (32.8%)
Suhomyces_tanzawaensis_ODV81307	#87CEEB	Low (32.7%)
Suhomyces_tanzawaensis_ODV81308	#87CEEB	Low (31.9%)
Suhomyces_tanzawaensis_ODV81309	#87CEEB	Low (35.4%)
Suhomyces_tanzawaensis_ODV78935	#905799	Far distant (29.3%)
Suhomyces_tanzawaensis_ODV77212	#87CEEB	Low (32.2%)
Suhomyces_tanzawaensis_ODV77561	#87CEEB	Low (31.9%)
Suhomyces_tanzawaensis_ODV76937	#87CEEB	Low (34.3%)
Suhomyces_tanzawaensis_ODV76726	#87CEEB	Low (33.5%)
Suillus_luteus_KIK42225	#87CEEB	Low (35.6%)
Talaromyces_atroroseus_OKL64498	#87CEEB	Low (31.4%)
Talaromyces_atroroseus_OKL62677	#87CEEB	Low (37.5%)
Talaromyces_atroroseus_OKL57736	#87CEEB	Low (31.7%)
Talaromyces_atroroseus_OKL57224	#87CEEB	Low (33.2%)
Talaromyces_atroroseus_OKL57342	#87CEEB	Low (33.7%)
Talaromyces_atroroseus_OKL55526	#87CEEB	Low (34.2%)
Talaromyces_atroroseus_OKL62335	#87CEEB	Low (32.8%)
Talaromyces_atroroseus_OKL61381	#87CEEB	Low (31.9%)
Talaromyces_atroroseus_OKL60081	#87CEEB	Low (38.9%)
Talaromyces_atroroseus_OKL58466	#87CEEB	Low (31.4%)
Talaromyces_atroroseus_OKL58583	#87CEEB	Low (30.3%)
Talaromyces_atroroseus_OKL58295	#87CEEB	Low (32.7%)
Talaromyces_cellulolyticus_GAM40306	#87CEEB	Low (30.0%)
Talaromyces_cellulolyticus_GAM43288	#87CEEB	Low (33.5%)
Talaromyces_islandicus_CRG83447	#905799	Far distant (29.3%)
Talaromyces_islandicus_CRG83653	#87CEEB	Low (34.0%)
Talaromyces_islandicus_CRG84213	#87CEEB	Low (32.0%)
Talaromyces_islandicus_CRG84846	#905799	Far distant (29.1%)
Talaromyces_islandicus_CRG85848	#87CEEB	Low (30.4%)
Talaromyces_islandicus_CRG86213	#87CEEB	Low (38.4%)
Talaromyces_islandicus_CRG86757	#87CEEB	Low (37.6%)
Talaromyces_islandicus_CRG87515	#905799	Far distant (28.7%)
Talaromyces_islandicus_CRG88054	#87CEEB	Low (39.5%)
Talaromyces_islandicus_CRG89107	#87CEEB	Low (34.6%)
Talaromyces_islandicus_CRG90436	#87CEEB	Low (31.9%)
Talaromyces_islandicus_CRG90956	#87CEEB	Low (37.1%)
Talaromyces_islandicus_CRG91398	#87CEEB	Low (35.0%)
Talaromyces_islandicus_CRG91776	#87CEEB	Low (32.0%)
Talaromyces_islandicus_CRG91954	#87CEEB	Low (35.5%)
Talaromyces_islandicus_CRG92551	#87CEEB	Low (33.0%)
Talaromyces_marneffei_EEA20938	#87CEEB	Low (34.2%)
Talaromyces_marneffei_EEA22440	#87CEEB	Low (33.9%)
Talaromyces_marneffei_EEA23576	#87CEEB	Low (30.6%)
Talaromyces_marneffei_EEA23623	#87CEEB	Low (35.8%)
Talaromyces_marneffei_EEA25169	#87CEEB	Low (32.0%)
Talaromyces_marneffei_EEA25301	#87CEEB	Low (34.1%)
Talaromyces_marneffei_EEA26843	#87CEEB	Low (34.5%)
Talaromyces_marneffei_EEA18557	#87CEEB	Low (34.7%)
Talaromyces_marneffei_EEA24800	#87CEEB	Low (31.3%)
Talaromyces_marneffei_EEA24922	#87CEEB	Low (34.5%)
Talaromyces_marneffei_EEA21883	#87CEEB	Low (31.4%)
Talaromyces_marneffei_EEA21901	#87CEEB	Low (31.3%)
Talaromyces_marneffei_EEA21906	#905799	Far distant (24.8%)
Talaromyces_stipitatus_EED11457	#87CEEB	Low (30.0%)
Talaromyces_stipitatus_EED11488	#87CEEB	Low (32.0%)
Talaromyces_stipitatus_EED12801	#87CEEB	Low (34.3%)
Talaromyces_stipitatus_EED14985	#87CEEB	Low (34.6%)
Talaromyces_stipitatus_EED22611	#87CEEB	Low (38.9%)
Talaromyces_stipitatus_EED23358	#87CEEB	Low (37.0%)
Talaromyces_stipitatus_EED23494	#87CEEB	Low (37.4%)
Talaromyces_stipitatus_EED23687	#87CEEB	Low (37.0%)
Talaromyces_stipitatus_EED23996	#87CEEB	Low (34.9%)
Talaromyces_stipitatus_EED20968	#87CEEB	Low (38.4%)
Talaromyces_stipitatus_EED21148	#87CEEB	Low (38.4%)
Talaromyces_stipitatus_EED20509	#87CEEB	Low (34.6%)
Talaromyces_stipitatus_EED16441	#905799	Far distant (29.4%)
Talaromyces_stipitatus_EED16446	#87CEEB	Low (32.4%)
Talaromyces_stipitatus_EED16466	#87CEEB	Low (33.5%)
Talaromyces_stipitatus_EED17328	#905799	Far distant (29.8%)
Talaromyces_stipitatus_EED17940	#87CEEB	Low (31.1%)
Talaromyces_stipitatus_EED17947	#905799	Far distant (29.2%)
Talaromyces_stipitatus_EED18729	#87CEEB	Low (31.8%)
Talaromyces_stipitatus_EED18878	#87CEEB	Low (37.4%)
Termitomyces_sp_KNZ81033	#905799	Far distant (29.0%)
Termitomyces_sp_KNZ79678	#87CEEB	Low (33.5%)
Termitomyces_sp_KNZ74711	#87CEEB	Low (34.3%)
Termitomyces_sp_KNZ74712	#87CEEB	Low (33.6%)
Termitomyces_sp_KNZ74713	#87CEEB	Low (34.9%)
Termitomyces_sp_KNZ74715	#87CEEB	Low (33.7%)
Termitomyces_sp_KNZ74662	#87CEEB	Low (31.9%)
Termitomyces_sp_KNZ75999	#905799	Far distant (21.4%)
Testicularia_cyperi_PWZ00415	#87CEEB	Low (34.5%)
Testicularia_cyperi_PWY97629	#87CEEB	Low (32.3%)
Testicularia_cyperi_PWY96882	#905799	Far distant (29.6%)
Tetrapisispora_blattae_CCH57958	#87CEEB	Low (32.5%)
Tetrapisispora_blattae_CCH59844	#87CEEB	Low (30.5%)
Tetrapisispora_blattae_CCH59845	#87CEEB	Low (32.4%)
Tetrapisispora_blattae_CCH60144	#87CEEB	Low (33.2%)
Tetrapisispora_blattae_CCH60145	#87CEEB	Low (33.8%)
Tetrapisispora_blattae_CCH60146	#87CEEB	Low (37.4%)
Tetrapisispora_blattae_CCH60583	#87CEEB	Low (33.1%)
Tetrapisispora_phaffii_CCE61144	#87CEEB	Low (34.8%)
Tetrapisispora_phaffii_CCE63849	#87CEEB	Low (32.1%)
Tetrapisispora_phaffii_CCE65691	#87CEEB	Low (35.1%)
Tetrapisispora_phaffii_CCE65975	#87CEEB	Low (32.7%)
Tetrapisispora_phaffii_CCE66034	#87CEEB	Low (33.9%)
Tetrapisispora_phaffii_CCE66091	#87CEEB	Low (33.9%)
Thermothelomyces_thermophila_AEO54482	#87CEEB	Low (32.2%)
Thermothelomyces_thermophila_AEO56629	#87CEEB	Low (32.4%)
Thermothelomyces_thermophila_AEO57125	#87CEEB	Low (35.7%)
Thermothelomyces_thermophila_AEO58350	#87CEEB	Low (35.2%)
Thermothelomyces_thermophila_AEO58656	#87CEEB	Low (30.4%)
Thermothelomyces_thermophila_AEO61151	#905799	Far distant (29.0%)
Thermothelomyces_thermophila_AEO61496	#87CEEB	Low (36.9%)
Thielavia_terrestris_AEO64777	#87CEEB	Low (32.2%)
Thielavia_terrestris_AEO67349	#87CEEB	Low (36.4%)
Thielavia_terrestris_AEO67600	#87CEEB	Low (33.5%)
Thielavia_terrestris_AEO68417	#905799	Far distant (29.7%)
Thielavia_terrestris_AEO71241	#87CEEB	Low (35.7%)
Thielaviopsis_punctulata_KKA26155	#87CEEB	Low (33.6%)
Thielaviopsis_punctulata_KKA28881	#87CEEB	Low (35.4%)
Tilletia_caries_OAJ23836	#87CEEB	Low (31.7%)
Tilletia_caries_OAJ21814	#87CEEB	Low (33.2%)
Tilletia_caries_OAJ16646	#87CEEB	Low (33.6%)
Tilletia_caries_OAJ12523	#87CEEB	Low (33.2%)
Tilletia_controversa_OAJ30541	#87CEEB	Low (33.2%)
Tilletia_controversa_OAJ30266	#87CEEB	Low (31.7%)
Tilletia_controversa_OAI99022	#905799	Far distant (22.5%)
Tilletia_controversa_OAI97129	#87CEEB	Low (33.6%)
Tilletia_controversa_OAJ28791	#87CEEB	Low (33.2%)
Tilletia_indica_OAI99074	#87CEEB	Low (32.8%)
Tilletia_indica_OAJ03170	#87CEEB	Low (33.2%)
Tilletia_indica_OAJ03172	#87CEEB	Low (33.2%)
Tilletia_walkeri_OAJ21861	#87CEEB	Low (33.6%)
Tilletia_walkeri_OAJ21857	#87CEEB	Low (33.2%)
Tilletia_walkeri_OAJ11934	#87CEEB	Low (32.5%)
Tilletiaria_anomala_KDN39700	#87CEEB	Low (32.4%)
Tilletiaria_anomala_KDN36642	#87CEEB	Low (32.0%)
Tilletiopsis_washingtonensis_PWN99435	#87CEEB	Low (36.2%)
Tilletiopsis_washingtonensis_PWN98624	#87CEEB	Low (34.2%)
Tilletiopsis_washingtonensis_PWN98335	#87CEEB	Low (31.2%)
Tolypocladium_capitatum_PNY25864	#87CEEB	Low (30.8%)
Tolypocladium_capitatum_PNY29395	#87CEEB	Low (30.2%)
Tolypocladium_capitatum_PNY26774	#87CEEB	Low (30.4%)
Tolypocladium_ophioglossoides_KND89016	#905799	Far distant (29.1%)
Tolypocladium_ophioglossoides_KND86843	#87CEEB	Low (30.8%)
Tolypocladium_ophioglossoides_KND92264	#905799	Far distant (29.6%)
Tolypocladium_ophioglossoides_KND90962	#87CEEB	Low (31.2%)
Tolypocladium_paradoxum_POR37428	#905799	Far distant (28.5%)
Tolypocladium_paradoxum_POR39600	#905799	Far distant (29.5%)
Tolypocladium_paradoxum_POR35991	#905799	Far distant (29.5%)
Tolypocladium_paradoxum_POR35614	#87CEEB	Low (32.7%)
Tortispora_caseinolytica_ODV88362	#87CEEB	Low (31.0%)
Torulaspora_delbrueckii_CCE89348	#87CEEB	Low (31.6%)
Torulaspora_delbrueckii_CCE90912	#87CEEB	Low (32.4%)
Torulaspora_delbrueckii_CCE91169	#87CEEB	Low (33.1%)
Torulaspora_delbrueckii_CCE91611	#87CEEB	Low (34.1%)
Trametes_cinnabarina_CDO74245	#87CEEB	Low (37.5%)
Trametes_cinnabarina_CDO75217	#87CEEB	Low (35.6%)
Trametes_cinnabarina_CDO75218	#905799	Far distant (25.8%)
Trametes_cinnabarina_CDO68381	#87CEEB	Low (30.6%)
Trametes_cinnabarina_CDO69620	#87CEEB	Low (33.6%)
Trametes_cinnabarina_CDO78100	#87CEEB	Low (30.4%)
Trametes_cinnabarina_CDO72580	#87CEEB	Low (33.0%)
Trametes_cinnabarina_CDO69078	#87CEEB	Low (36.5%)
Trametes_cinnabarina_CDO69079	#87CEEB	Low (38.1%)
Trametes_cinnabarina_CDO69082	#87CEEB	Low (32.5%)
Trametes_cinnabarina_CDO69083	#87CEEB	Low (37.5%)
Trametes_cinnabarina_CDO69084	#87CEEB	Low (39.0%)
Trametes_coccinea_OSD07835	#87CEEB	Low (36.5%)
Trametes_coccinea_OSD07837	#87CEEB	Low (39.3%)
Trametes_coccinea_OSD07838	#87CEEB	Low (38.6%)
Trametes_coccinea_OSD07839	#87CEEB	Low (33.2%)
Trametes_coccinea_OSD07840	#87CEEB	Low (38.1%)
Trametes_coccinea_OSD07845	#87CEEB	Low (35.8%)
Trametes_coccinea_OSD07846	#87CEEB	Low (33.9%)
Trametes_coccinea_OSD05863	#905799	Far distant (27.8%)
Trametes_coccinea_OSD04728	#905799	Far distant (28.7%)
Trametes_coccinea_OSD04811	#87CEEB	Low (32.5%)
Trametes_coccinea_OSD02219	#87CEEB	Low (33.5%)
Trametes_coccinea_OSD02220	#87CEEB	Low (30.9%)
Trametes_coccinea_OSD02221	#87CEEB	Low (35.2%)
Trametes_coccinea_OSD02222	#87CEEB	Low (35.9%)
Trametes_coccinea_OSD02226	#87CEEB	Low (32.7%)
Trametes_coccinea_OSD00099	#905799	Far distant (26.5%)
Trametes_coccinea_OSC97805	#905799	Far distant (27.8%)
Trametes_pubescens_OJT06428	#87CEEB	Low (31.4%)
Trametes_pubescens_OJT04624	#87CEEB	Low (36.4%)
Trametes_pubescens_OJT02325	#905799	Far distant (27.9%)
Trametes_pubescens_OJT14835	#87CEEB	Low (36.4%)
Trametes_pubescens_OJT14836	#87CEEB	Low (35.5%)
Trametes_pubescens_OJT14837	#87CEEB	Low (34.9%)
Trametes_pubescens_OJT14045	#905799	Far distant (27.2%)
Trametes_pubescens_OJT14017	#905799	Far distant (27.8%)
Trametes_pubescens_OJT13597	#87CEEB	Low (31.9%)
Trametes_pubescens_OJT09819	#87CEEB	Low (33.8%)
Trametes_pubescens_OJT09765	#87CEEB	Low (30.9%)
Trametes_pubescens_OJT09206	#87CEEB	Low (35.8%)
Trametes_pubescens_OJT09208	#87CEEB	Low (36.6%)
Tremella_mesenterica_EIW66511	#87CEEB	Low (32.2%)
Trichoderma_asperellum_PTB42410	#87CEEB	Low (30.3%)
Trichoderma_asperellum_PTB42595	#87CEEB	Low (30.2%)
Trichoderma_asperellum_PTB41736	#87CEEB	Low (31.7%)
Trichoderma_asperellum_PTB40534	#87CEEB	Low (37.4%)
Trichoderma_asperellum_PTB41190	#905799	Far distant (26.8%)
Trichoderma_asperellum_PTB39950	#87CEEB	Low (33.6%)
Trichoderma_asperellum_PTB40125	#87CEEB	Low (38.0%)
Trichoderma_asperellum_PTB39246	#87CEEB	Low (30.5%)
Trichoderma_asperellum_PTB38229	#EAFF80	Medium (41.4%)
Trichoderma_asperellum_PTB36136	#905799	Far distant (28.0%)
Trichoderma_asperellum_PTB35769	#87CEEB	Low (31.1%)
Trichoderma_asperellum_PTB35572	#905799	Far distant (27.8%)
Trichoderma_asperellum_PTB35594	#87CEEB	Low (33.8%)
Trichoderma_asperellum_PTB35320	#905799	Far distant (28.5%)
Trichoderma_asperellum_PTB34916	#87CEEB	Low (31.2%)
Trichoderma_asperellum_PTB34865	#87CEEB	Low (34.5%)
Trichoderma_atroviride_EHK50806	#87CEEB	Low (32.6%)
Trichoderma_atroviride_EHK50351	#87CEEB	Low (30.2%)
Trichoderma_atroviride_EHK49452	#905799	Far distant (27.4%)
Trichoderma_atroviride_EHK49473	#87CEEB	Low (34.9%)
Trichoderma_atroviride_EHK49267	#87CEEB	Low (30.6%)
Trichoderma_atroviride_EHK49359	#87CEEB	Low (34.2%)
Trichoderma_atroviride_EHK48496	#87CEEB	Low (30.8%)
Trichoderma_atroviride_EHK48694	#87CEEB	Low (38.6%)
Trichoderma_atroviride_EHK48756	#EAFF80	Medium (40.0%)
Trichoderma_atroviride_EHK47763	#87CEEB	Low (32.9%)
Trichoderma_atroviride_EHK47846	#87CEEB	Low (35.8%)
Trichoderma_atroviride_EHK46859	#905799	Far distant (27.2%)
Trichoderma_atroviride_EHK47113	#87CEEB	Low (32.8%)
Trichoderma_atroviride_EHK46391	#87CEEB	Low (32.8%)
Trichoderma_atroviride_EHK46598	#87CEEB	Low (36.5%)
Trichoderma_atroviride_EHK46774	#87CEEB	Low (34.8%)
Trichoderma_atroviride_EHK46018	#87CEEB	Low (31.3%)
Trichoderma_atroviride_EHK44771	#87CEEB	Low (31.9%)
Trichoderma_atroviride_EHK44215	#87CEEB	Low (31.8%)
Trichoderma_atroviride_EHK42412	#905799	Far distant (29.3%)
Trichoderma_atroviride_EHK41982	#905799	Far distant (29.8%)
Trichoderma_atroviride_EHK42153	#87CEEB	Low (30.2%)
Trichoderma_atroviride_EHK39385	#905799	Far distant (27.0%)
Trichoderma_citrinoviride_PTB69291	#87CEEB	Low (31.2%)
Trichoderma_citrinoviride_PTB69405	#905799	Far distant (29.8%)
Trichoderma_citrinoviride_PTB68411	#905799	Far distant (29.3%)
Trichoderma_citrinoviride_PTB66772	#87CEEB	Low (31.4%)
Trichoderma_citrinoviride_PTB65497	#87CEEB	Low (33.1%)
Trichoderma_citrinoviride_PTB65552	#87CEEB	Low (30.4%)
Trichoderma_citrinoviride_PTB63880	#87CEEB	Low (32.2%)
Trichoderma_citrinoviride_PTB63300	#905799	Far distant (25.2%)
Trichoderma_citrinoviride_PTB63433	#87CEEB	Low (30.4%)
Trichoderma_citrinoviride_PTB62676	#87CEEB	Low (31.7%)
Trichoderma_citrinoviride_PTB62742	#87CEEB	Low (34.2%)
Trichoderma_gamsii_PON30659	#87CEEB	Low (38.5%)
Trichoderma_gamsii_PON27118	#87CEEB	Low (30.2%)
Trichoderma_gamsii_PON26783	#87CEEB	Low (30.7%)
Trichoderma_gamsii_PON26643	#905799	Far distant (29.3%)
Trichoderma_gamsii_PON25477	#87CEEB	Low (30.0%)
Trichoderma_gamsii_PON25174	#87CEEB	Low (38.0%)
Trichoderma_gamsii_PON24970	#87CEEB	Low (33.3%)
Trichoderma_gamsii_PON25019	#905799	Far distant (27.0%)
Trichoderma_gamsii_PON25043	#87CEEB	Low (30.1%)
Trichoderma_gamsii_PON24556	#87CEEB	Low (30.1%)
Trichoderma_gamsii_PON24444	#87CEEB	Low (33.2%)
Trichoderma_gamsii_PON24183	#905799	Far distant (27.0%)
Trichoderma_gamsii_PON23701	#EAFF80	Medium (45.3%)
Trichoderma_gamsii_PON23752	#87CEEB	Low (38.3%)
Trichoderma_gamsii_PON23234	#87CEEB	Low (30.9%)
Trichoderma_gamsii_PON22819	#87CEEB	Low (32.8%)
Trichoderma_gamsii_PON22592	#87CEEB	Low (36.1%)
Trichoderma_gamsii_PON22094	#87CEEB	Low (32.9%)
Trichoderma_gamsii_PON21902	#87CEEB	Low (33.0%)
Trichoderma_gamsii_PON28857	#905799	Far distant (29.5%)
Trichoderma_gamsii_PON28928	#905799	Far distant (28.3%)
Trichoderma_gamsii_PON20881	#87CEEB	Low (32.8%)
Trichoderma_gamsii_PON28724	#87CEEB	Low (31.5%)
Trichoderma_gamsii_PON20663	#87CEEB	Low (36.1%)
Trichoderma_gamsii_PON20609	#87CEEB	Low (32.4%)
Trichoderma_gamsii_PON28469	#905799	Far distant (30.0%)
Trichoderma_gamsii_PON28104	#905799	Far distant (29.3%)
Trichoderma_gamsii_PON27651	#87CEEB	Low (34.9%)
Trichoderma_gamsii_PON20015	#87CEEB	Low (34.8%)
Trichoderma_guizhouense_OPB40546	#905799	Far distant (29.7%)
Trichoderma_guizhouense_OPB40566	#87CEEB	Low (30.8%)
Trichoderma_guizhouense_OPB40658	#EAFF80	Medium (40.4%)
Trichoderma_guizhouense_OPB40781	#87CEEB	Low (30.8%)
Trichoderma_guizhouense_OPB40817	#87CEEB	Low (33.9%)
Trichoderma_guizhouense_OPB40875	#87CEEB	Low (32.2%)
Trichoderma_guizhouense_OPB40936	#87CEEB	Low (32.2%)
Trichoderma_guizhouense_OPB43743	#905799	Far distant (27.9%)
Trichoderma_guizhouense_OPB43784	#905799	Far distant (29.6%)
Trichoderma_guizhouense_OPB44524	#87CEEB	Low (36.4%)
Trichoderma_guizhouense_OPB42191	#905799	Far distant (26.4%)
Trichoderma_guizhouense_OPB37176	#905799	Far distant (29.8%)
Trichoderma_guizhouense_OPB37598	#87CEEB	Low (30.8%)
Trichoderma_guizhouense_OPB39303	#EAFF80	Medium (40.2%)
Trichoderma_guizhouense_OPB36434	#87CEEB	Low (32.5%)
Trichoderma_guizhouense_OPB47153	#87CEEB	Low (30.5%)
Trichoderma_guizhouense_OPB45378	#59C959	High (50.7%)
Trichoderma_guizhouense_OPB45389	#905799	Far distant (27.4%)
Trichoderma_guizhouense_OPB45424	#905799	Far distant (18.8%)
Trichoderma_guizhouense_OPB45484	#87CEEB	Low (31.3%)
Trichoderma_guizhouense_OPB45660	#905799	Far distant (24.7%)
Trichoderma_guizhouense_OPB41181	#905799	Far distant (29.9%)
Trichoderma_guizhouense_OPB41219	#87CEEB	Low (34.9%)
Trichoderma_guizhouense_OPB41293	#87CEEB	Low (35.4%)
Trichoderma_guizhouense_OPB42787	#87CEEB	Low (37.2%)
Trichoderma_guizhouense_OPB42816	#905799	Far distant (30.0%)
Trichoderma_guizhouense_OPB44796	#905799	Far distant (29.1%)
Trichoderma_guizhouense_OPB44819	#87CEEB	Low (35.1%)
Trichoderma_guizhouense_OPB44933	#87CEEB	Low (31.9%)
Trichoderma_guizhouense_OPB45768	#87CEEB	Low (34.4%)
Trichoderma_guizhouense_OPB45932	#87CEEB	Low (30.4%)
Trichoderma_guizhouense_OPB39780	#87CEEB	Low (33.3%)
Trichoderma_guizhouense_OPB43644	#87CEEB	Low (32.4%)
Trichoderma_guizhouense_OPB43696	#87CEEB	Low (37.9%)
Trichoderma_guizhouense_OPB37939	#87CEEB	Low (33.8%)
Trichoderma_guizhouense_OPB41121	#87CEEB	Low (37.4%)
Trichoderma_harzianum_PTB58466	#87CEEB	Low (35.8%)
Trichoderma_harzianum_PTB58500	#905799	Far distant (30.0%)
Trichoderma_harzianum_PTB59440	#87CEEB	Low (38.1%)
Trichoderma_harzianum_PTB57376	#87CEEB	Low (30.6%)
Trichoderma_harzianum_PTB57434	#87CEEB	Low (38.3%)
Trichoderma_harzianum_PTB57745	#905799	Far distant (29.4%)
Trichoderma_harzianum_PTB58263	#87CEEB	Low (30.4%)
Trichoderma_harzianum_PTB56553	#905799	Far distant (28.8%)
Trichoderma_harzianum_PTB54418	#905799	Far distant (28.5%)
Trichoderma_harzianum_PTB53793	#87CEEB	Low (30.3%)
Trichoderma_harzianum_PTB51998	#905799	Far distant (23.4%)
Trichoderma_harzianum_PTB52200	#87CEEB	Low (31.7%)
Trichoderma_harzianum_PTB52274	#905799	Far distant (17.8%)
Trichoderma_harzianum_PTB52326	#905799	Far distant (26.7%)
Trichoderma_harzianum_PTB52341	#EAFF80	Medium (43.0%)
Trichoderma_harzianum_PTB51986	#87CEEB	Low (35.4%)
Trichoderma_harzianum_PTB51232	#87CEEB	Low (31.1%)
Trichoderma_harzianum_PTB51383	#87CEEB	Low (35.1%)
Trichoderma_harzianum_PTB51408	#905799	Far distant (29.1%)
Trichoderma_harzianum_PTB50905	#87CEEB	Low (30.8%)
Trichoderma_harzianum_PTB50998	#EAFF80	Medium (40.1%)
Trichoderma_harzianum_PTB50430	#87CEEB	Low (32.1%)
Trichoderma_harzianum_PTB49588	#87CEEB	Low (34.1%)
Trichoderma_harzianum_PTB49439	#87CEEB	Low (32.2%)
Trichoderma_harzianum_PTB48923	#87CEEB	Low (30.8%)
Trichoderma_harzianum_PTB48709	#87CEEB	Low (34.9%)
Trichoderma_harzianum_PTB48499	#87CEEB	Low (32.6%)
Trichoderma_harzianum_PTB48569	#87CEEB	Low (34.4%)
Trichoderma_harzianum_PTB48606	#87CEEB	Low (31.1%)
Trichoderma_harzianum_PTB48382	#87CEEB	Low (36.0%)
Trichoderma_harzianum_PTB48290	#87CEEB	Low (33.2%)
Trichoderma_harzianum_PTB48291	#87CEEB	Low (37.0%)
Trichoderma_harzianum_PTB47801	#87CEEB	Low (37.4%)
Trichoderma_harzianum_PTB47735	#905799	Far distant (29.6%)
Trichoderma_harzianum_PTB47471	#905799	Far distant (15.5%)
Trichoderma_harzianum_PTB47462	#87CEEB	Low (33.3%)
Trichoderma_longibrachiatum_PTB81374	#905799	Far distant (28.9%)
Trichoderma_longibrachiatum_PTB78710	#87CEEB	Low (30.3%)
Trichoderma_longibrachiatum_PTB77604	#87CEEB	Low (32.5%)
Trichoderma_longibrachiatum_PTB76937	#905799	Far distant (28.8%)
Trichoderma_longibrachiatum_PTB76434	#87CEEB	Low (31.0%)
Trichoderma_longibrachiatum_PTB73146	#87CEEB	Low (32.8%)
Trichoderma_longibrachiatum_PTB72655	#87CEEB	Low (32.5%)
Trichoderma_longibrachiatum_PTB72195	#87CEEB	Low (30.8%)
Trichoderma_longibrachiatum_PTB72343	#905799	Far distant (27.1%)
Trichoderma_longibrachiatum_PTB71849	#87CEEB	Low (32.3%)
Trichoderma_parareesei_OSZ99917	#905799	Far distant (26.8%)
Trichoderma_parareesei_OTA00979	#87CEEB	Low (32.9%)
Trichoderma_parareesei_OTA01193	#905799	Far distant (24.8%)
Trichoderma_parareesei_OTA03005	#87CEEB	Low (31.6%)
Trichoderma_parareesei_OTA00122	#87CEEB	Low (30.8%)
Trichoderma_parareesei_OTA04337	#87CEEB	Low (30.7%)
Trichoderma_parareesei_OTA05849	#87CEEB	Low (33.6%)
Trichoderma_parareesei_OTA07197	#87CEEB	Low (32.5%)
Trichoderma_parareesei_OTA07569	#905799	Far distant (27.8%)
Trichoderma_parareesei_OTA08145	#905799	Far distant (29.5%)
Trichoderma_reesei_ETS04755	#87CEEB	Low (31.0%)
Trichoderma_reesei_ETS02913	#905799	Far distant (29.5%)
Trichoderma_reesei_ETS02109	#87CEEB	Low (33.3%)
Trichoderma_reesei_ETR99585	#87CEEB	Low (30.4%)
Trichoderma_reesei_ETR99353	#87CEEB	Low (32.9%)
Trichoderma_reesei_ETR98634	#905799	Far distant (28.1%)
Trichoderma_reesei_ETR97608	#905799	Far distant (24.8%)
Trichoderma_reesei_ETR97472	#87CEEB	Low (31.6%)
Trichoderma_reesei_ETR96714	#905799	Far distant (28.1%)
Trichophyton_benhamiae_EFE35550	#87CEEB	Low (34.1%)
Trichophyton_benhamiae_EFE34734	#87CEEB	Low (34.6%)
Trichophyton_equinum_EGE01095	#87CEEB	Low (32.0%)
Trichophyton_equinum_EGE02458	#87CEEB	Low (31.9%)
Trichophyton_interdigitale_EZF31506	#87CEEB	Low (33.3%)
Trichophyton_interdigitale_EZF31202	#87CEEB	Low (32.1%)
Trichophyton_mentagrophytes_GBF60690	#87CEEB	Low (33.7%)
